YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2011,2011,OH,Ohio,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.5,3.5,,,3.1,3.9,Gender,Male,,,,,,39,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM,,,,
2016,2016,PA,Pennsylvania,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5.6,5.6,,,3.2,8,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,42,MTH,MTH1_0,AGEADJMEAN,RACE,MRC,,,,
2016,2016,MN,Minnesota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.7,3.7,,,3.5,3.9,Gender,Female,,,,,,27,MTH,MTH1_0,MEAN,GENDER,GENF,,,,
2013,2013,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.7,3.7,,,3.4,3.9,Overall,Overall,,,,,,36,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
2012,2012,VA,Virginia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,,,-,No data available,,,Race/Ethnicity,Hispanic,,,,,,51,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2014,2014,PR,Puerto Rico,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.7,3.7,,,3.5,4,Overall,Overall,,,,,,72,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
2017,2017,RI,Rhode Island,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.4,4.4,,,4,4.8,Race/Ethnicity,"White, non-Hispanic",,,,,,44,MTH,MTH1_0,MEAN,RACE,WHT,,,,
2015,2015,GA,Georgia,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,13,MTH,MTH2_0,CRDPREV,RACE,MRC,,,,
2015,2015,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,2.6,2.6,,,2.3,3,Gender,Male,,,,,,38,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM,,,,
2017,2017,WI,Wisconsin,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.7,3.7,,,1.7,5.7,Race/Ethnicity,"Other, non-Hispanic",,,,,,55,MTH,MTH1_0,MEAN,RACE,OTH,,,,
2013,2013,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,2.2,2.2,,,1.6,2.8,Race/Ethnicity,Hispanic,,,,,,37,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2015,2015,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.3,4.3,,,3.9,4.6,Gender,Female,,,,,,37,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
2011,2011,UT,Utah,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.5,3.5,,,3.4,3.7,Overall,Overall,,,,,,49,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
2017,2017,SC,South Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,7.2,7.2,,,5,9.4,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,45,MTH,MTH1_0,AGEADJMEAN,RACE,MRC,,,,
2012,2012,NY,New York,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,13.1,13.1,,,10.2,16.7,Race/Ethnicity,"White, non-Hispanic",,,,,,36,MTH,MTH2_0,CRDPREV,RACE,WHT,,,,
2018,2018,WY,Wyoming,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.3,3.3,,,2.9,3.7,Gender,Male,,,,,,56,MTH,MTH1_0,MEAN,GENDER,GENM,,,,
2012,2012,DE,Delaware,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,10,MTH,MTH2_0,CRDPREV,RACE,MRC,,,,
2016,2016,KS,Kansas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3,3,,,2.3,3.7,Race/Ethnicity,Hispanic,,,,,,20,MTH,MTH1_0,AGEADJMEAN,RACE,HIS,,,,
2015,2015,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.9,3.9,,,3,4.9,Race/Ethnicity,"Black, non-Hispanic",,,,,,47,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
2016,2016,NE,Nebraska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.4,4.4,,,2.9,6,Race/Ethnicity,"Black, non-Hispanic",,,,,,31,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
2011,2011,MA,Massachusetts,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.1,4.1,,,3.8,4.3,Gender,Female,,,,,,25,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
2017,2017,WV,West Virginia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.7,4.7,,,4.2,5.2,Gender,Male,,,,,,54,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM,,,,
2013,2013,PR,Puerto Rico,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.1,4.1,,,3.8,4.4,Overall,Overall,,,,,,72,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
2017,2017,UT,Utah,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.3,3.3,,,2.8,3.9,Race/Ethnicity,Hispanic,,,,,,49,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2012,2012,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,,,-,No data available,,,Race/Ethnicity,"White, non-Hispanic",,,,,,15,MTH,MTH1_0,MEAN,RACE,WHT,,,,
2019,2019,DE,Delaware,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,21.4,21.4,,,16.9,26.7,Race/Ethnicity,"White, non-Hispanic",,,,,,10,MTH,MTH2_0,CRDPREV,RACE,WHT,,,,
2013,2013,MT,Montana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,2.9,2.9,,,2.6,3.1,Gender,Male,,,,,,30,MTH,MTH1_0,MEAN,GENDER,GENM,,,,
2015,2015,MD,Maryland,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,1.8,1.8,,,1.1,2.5,Race/Ethnicity,"Other, non-Hispanic",,,,,,24,MTH,MTH1_0,AGEADJMEAN,RACE,OTH,,,,
2016,2016,US,United States,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.4,4.4,*,50 States + DC: US Median,4.2,4.6,Gender,Female,,,,,,59,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
2018,2018,GA,Georgia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.4,3.4,,,2.7,4.1,Race/Ethnicity,Hispanic,,,,,,13,MTH,MTH1_0,AGEADJMEAN,RACE,HIS,,,,
2015,2015,CT,Connecticut,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,7,7,,,4.3,9.6,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,9,MTH,MTH1_0,MEAN,RACE,MRC,,,,
2013,2013,MO,Missouri,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.8,3.8,,,3.5,4.1,Overall,Overall,,,,,,29,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
2019,2019,NM,New Mexico,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.8,4.8,,,4.3,5.3,Race/Ethnicity,Hispanic,,,,,,35,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2018,2018,LA,Louisiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.4,3.4,,,2,4.8,Race/Ethnicity,"Other, non-Hispanic",,,,,,22,MTH,MTH1_0,MEAN,RACE,OTH,,,,
2016,2016,SD,South Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,13.1,13.1,,,9.5,17.8,Overall,Overall,,,,,,46,MTH,MTH2_0,CRDPREV,OVERALL,OVR,,,,
2013,2013,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.1,4.1,,,3.3,5,Race/Ethnicity,"Black, non-Hispanic",,,,,,36,MTH,MTH1_0,MEAN,RACE,BLK,,,,
2011,2011,GA,Georgia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,2.5,2.5,,,1.5,3.5,Race/Ethnicity,Hispanic,,,,,,13,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2015,2015,NH,New Hampshire,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.8,4.8,,,2.3,7.3,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,33,MTH,MTH1_0,AGEADJMEAN,RACE,MRC,,,,
2019,2019,IL,Illinois,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.8,4.8,,,4.1,5.6,Race/Ethnicity,"Black, non-Hispanic",,,,,,17,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
2018,2018,LA,Louisiana,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,13.9,13.9,,,10.5,18.1,Race/Ethnicity,"Black, non-Hispanic",,,,,,22,MTH,MTH2_0,CRDPREV,RACE,BLK,,,,
2015,2015,ME,Maine,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.9,3.9,,,3.6,4.2,Race/Ethnicity,"White, non-Hispanic",,,,,,23,MTH,MTH1_0,AGEADJMEAN,RACE,WHT,,,,
2013,2013,SC,South Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.9,3.9,,,3.4,4.3,Race/Ethnicity,"Black, non-Hispanic",,,,,,45,MTH,MTH1_0,MEAN,RACE,BLK,,,,
2013,2013,WA,Washington,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,11.3,11.3,,,6.7,18.6,Race/Ethnicity,"Other, non-Hispanic",,,,,,53,MTH,MTH2_0,CRDPREV,RACE,OTH,,,,
2017,2017,MO,Missouri,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,21.9,21.9,,,18.6,25.6,Overall,Overall,,,,,,29,MTH,MTH2_0,CRDPREV,OVERALL,OVR,,,,
2011,2011,CA,California,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.2,4.2,,,4,4.4,Gender,Female,,,,,,6,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
2017,2017,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.5,4.5,,,2.9,6.1,Race/Ethnicity,"Other, non-Hispanic",,,,,,47,MTH,MTH1_0,AGEADJMEAN,RACE,OTH,,,,
2013,2013,WA,Washington,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.4,3.4,,,2.6,4.1,Race/Ethnicity,"Other, non-Hispanic",,,,,,53,MTH,MTH1_0,AGEADJMEAN,RACE,OTH,,,,
2017,2017,MS,Mississippi,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,28,MTH,MTH2_0,CRDPREV,RACE,MRC,,,,
2014,2014,LA,Louisiana,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,,22,MTH,MTH2_0,CRDPREV,RACE,HIS,,,,
2018,2018,MA,Massachusetts,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.7,4.7,,,4.4,5.1,Race/Ethnicity,"White, non-Hispanic",,,,,,25,MTH,MTH1_0,AGEADJMEAN,RACE,WHT,,,,
2012,2012,MT,Montana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.2,3.2,,,2.9,3.6,Gender,Male,,,,,,30,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM,,,,
2016,2016,AL,Alabama,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.5,4.5,,,4,5,Race/Ethnicity,"Black, non-Hispanic",,,,,,1,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
2016,2016,HI,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,8.4,8.4,,,6.2,11.3,Race/Ethnicity,"Other, non-Hispanic",,,,,,15,MTH,MTH2_0,CRDPREV,RACE,OTH,,,,
2011,2011,DC,District of Columbia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.8,3.8,,,3.3,4.2,Gender,Female,,,,,,11,MTH,MTH1_0,MEAN,GENDER,GENF,,,,
2012,2012,CO,Colorado,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4,4,,,3.7,4.2,Gender,Female,,,,,,8,MTH,MTH1_0,MEAN,GENDER,GENF,,,,
2014,2014,MI,Michigan,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,17.1,17.1,,,14.2,20.6,Race/Ethnicity,"White, non-Hispanic",,,,,,26,MTH,MTH2_0,CRDPREV,RACE,WHT,,,,
2012,2012,VT,Vermont,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.9,3.9,,,3.6,4.2,Overall,Overall,,,,,,50,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
2014,2014,VT,Vermont,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,50,MTH,MTH2_0,CRDPREV,RACE,OTH,,,,
2012,2012,LA,Louisiana,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,22,MTH,MTH2_0,CRDPREV,RACE,MRC,,,,
2013,2013,PA,Pennsylvania,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4,4,,,3.7,4.2,Overall,Overall,,,,,,42,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
2012,2012,MI,Michigan,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,19.2,19.2,,,13.7,26.3,Race/Ethnicity,"Black, non-Hispanic",,,,,,26,MTH,MTH2_0,CRDPREV,RACE,BLK,,,,
2014,2014,RI,Rhode Island,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,44,MTH,MTH2_0,CRDPREV,RACE,BLK,,,,
2014,2014,NH,New Hampshire,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,33,MTH,MTH2_0,CRDPREV,RACE,BLK,,,,
2014,2014,MD,Maryland,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,2.6,2.6,,,1.7,3.6,Race/Ethnicity,Hispanic,,,,,,24,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2019,2019,CO,Colorado,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.1,4.1,,,3.8,4.3,Race/Ethnicity,"White, non-Hispanic",,,,,,8,MTH,MTH1_0,MEAN,RACE,WHT,,,,
2015,2015,KS,Kansas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,6.8,6.8,,,5.4,8.1,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,20,MTH,MTH1_0,MEAN,RACE,MRC,,,,
2013,2013,WY,Wyoming,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,2.3,2.3,,,2,2.6,Gender,Male,,,,,,56,MTH,MTH1_0,MEAN,GENDER,GENM,,,,
2016,2016,CT,Connecticut,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.8,4.8,,,4,5.5,Race/Ethnicity,Hispanic,,,,,,9,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2014,2014,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.7,3.7,,,3.4,3.9,Overall,Overall,,,,,,36,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
2019,2019,IL,Illinois,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.2,4.2,,,3.9,4.4,Overall,Overall,,,,,,17,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
2012,2012,GA,Georgia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,2.7,2.7,,,2.3,3.1,Gender,Male,,,,,,13,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM,,,,
2011,2011,SC,South Carolina,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,,45,MTH,MTH2_0,CRDPREV,RACE,HIS,,,,
2019,2019,MN,Minnesota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.3,3.3,,,3.1,3.5,Gender,Male,,,,,,27,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM,,,,
2014,2014,GU,Guam,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.4,3.4,,,2.9,3.9,Overall,Overall,,,,,,66,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
2015,2015,AZ,Arizona,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.8,3.8,,,3.2,4.4,Race/Ethnicity,Hispanic,,,,,,4,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2019,2019,WV,West Virginia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5.8,5.8,,,5.2,6.4,Gender,Male,,,,,,54,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM,,,,
2011,2011,KS,Kansas,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,14.6,14.6,,,8.9,23.1,Race/Ethnicity,"Other, non-Hispanic",,,,,,20,MTH,MTH2_0,CRDPREV,RACE,OTH,,,,
2017,2017,IL,Illinois,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.3,3.3,,,2.7,4,Race/Ethnicity,Hispanic,,,,,,17,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2015,2015,WV,West Virginia,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,54,MTH,MTH2_0,CRDPREV,RACE,MRC,,,,
2014,2014,OK,Oklahoma,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.3,4.3,,,3.9,4.6,Race/Ethnicity,"White, non-Hispanic",,,,,,40,MTH,MTH1_0,AGEADJMEAN,RACE,WHT,,,,
2019,2019,GU,Guam,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.2,4.2,,,3.6,4.8,Overall,Overall,,,,,,66,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
2018,2018,AL,Alabama,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.8,4.8,,,4.5,5.1,Overall,Overall,,,,,,1,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
2013,2013,RI,Rhode Island,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.4,3.4,,,2.9,3.8,Gender,Male,,,,,,44,MTH,MTH1_0,MEAN,GENDER,GENM,,,,
2018,2018,MO,Missouri,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,7.6,7.6,,,3.2,11.9,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,29,MTH,MTH1_0,MEAN,RACE,MRC,,,,
2013,2013,NM,New Mexico,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.7,3.7,,,3.5,4,Overall,Overall,,,,,,35,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
2013,2013,NH,New Hampshire,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,14.1,14.1,,,11.6,17.1,Overall,Overall,,,,,,33,MTH,MTH2_0,CRDPREV,OVERALL,OVR,,,,
2018,2018,VI,Virgin Islands,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,,,-,No data available,,,Race/Ethnicity,"White, non-Hispanic",,,,,,78,MTH,MTH1_0,AGEADJMEAN,RACE,WHT,,,,
2015,2015,WI,Wisconsin,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3,3,,,2.6,3.4,Gender,Male,,,,,,55,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM,,,,
2016,2016,KY,Kentucky,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.7,4.7,,,4.4,5.1,Overall,Overall,,,,,,21,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
2015,2015,KS,Kansas,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,24.6,24.6,,,14.9,37.9,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,20,MTH,MTH2_0,CRDPREV,RACE,MRC,,,,
2012,2012,MS,Mississippi,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,,,-,No data available,,,Race/Ethnicity,"White, non-Hispanic",,,,,,28,MTH,MTH1_0,MEAN,RACE,WHT,,,,
2019,2019,UT,Utah,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,18.4,18.4,,,17,20,Race/Ethnicity,"White, non-Hispanic",,,,,,49,MTH,MTH2_0,CRDPREV,RACE,WHT,,,,
2012,2012,GA,Georgia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.7,3.7,,,2.3,5.1,Race/Ethnicity,Hispanic,,,,,,13,MTH,MTH1_0,AGEADJMEAN,RACE,HIS,,,,
2012,2012,CA,California,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,6,MTH,MTH1_0,MEAN,RACE,BLK,,,,
2018,2018,ME,Maine,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5.8,5.8,,,5.3,6.4,Gender,Female,,,,,,23,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
2018,2018,WV,West Virginia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.3,4.3,,,2.5,6.1,Race/Ethnicity,"Black, non-Hispanic",,,,,,54,MTH,MTH1_0,MEAN,RACE,BLK,,,,
2017,2017,MD,Maryland,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.3,4.3,,,4,4.7,Gender,Female,,,,,,24,MTH,MTH1_0,MEAN,GENDER,GENF,,,,
